Time Period,Date,Document ID,Sentence ID,Headline,Chunk Text,Motivation,Label,Entity,Country Code,Entity Type,Theme Matching Label,Theme Matching Motivation,motivation,label,daily summary,daily bullet points
Sep 2025,2025-09-22,FAAB21ECD0047ADF59AF124A56C59BD9,FAAB21ECD0047ADF59AF124A56C59BD9-1,"Trump's $100,000 visa plan could hit these companies the hardest","As President Donald Trump's H-1B visa fee plan rattles corporate America, Baird has data that can give clues on which technology and services sector companies could be hit the hardest. Trump said late Friday he would place a $100,000 tax on the visa program, which is known to help companies get highly skilled workers from places like India and China. The White House clarified that it would be applicable only to new visas and is not an annual charge. Still, the change sent companies and governments around the world scrambling to assess implications over the weekend. Given that, Baird provided clients with a list of companies within the consulting and professional services industry and their average application approvals between 2015 and 2024.","The sentence discusses President Trump's proposed $100,000 tax on the H-1B visa program, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the potential impact on corporate America and mentions the implications for companies seeking skilled workers, aligning with the narrative of how such a tax could affect recruitment and operational strategies.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses President Trump's plan to introduce a $100,000 fee on H-1B visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It mentions the implications of this fee on corporate America and identifies the sectors that could be affected, clearly establishing a connection to the theme.","Donald Trump explicitly stated that he would place a $100,000 tax on the visa program, which is a direct quote of his words.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Netflix's Reed Hastings surprisingly backing Trump's $100,000 H-1B visa fee, contrasting with the widespread Silicon Valley opposition. The White House clarified that the fee is a one-time charge for new petitions, causing confusion among tech companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program while still permitting companies to hire the best temporary foreign workers.","Netflix's Reed Hastings surprisingly backs Trump's $100,000 H-1B visa fee, a move that sharply contrasts with the widespread Silicon Valley opposition.
The White House clarified it's a one-time fee for new petitions, causing confusion and concern among tech companies, especially startups.
""It is therefore necessary to impose higher costs on companies seeking to use the H-1B program in order to address the abuse of that program while still permitting companies to hire the best of the best temporary foreign workers,"" Mr. Trump said in his order."
Sep 2025,2025-09-22,E269A9FAE7495B54D312059AB157F4AB,E269A9FAE7495B54D312059AB157F4AB-5,"5 things to know for Sept. 22: Charlie Kirk memorial, Jimmy Kimmel, Super typhoon, Immigration, Middle East","President Trump recently announced that he is raising the annual fee for H-1B visa applicants from $215 to $100,000 - potentially dealing a major blow to some US industries that rely on skilled foreign workers. It marks the latest in a series of efforts by the administration to crack down on immigration and place sharp new limits on the types of foreigners allowed into the country. The hefty fee, which took effect Sunday at midnight, will incentivize companies to hire American workers, Trump said. Also over the weekend, California became the first state to ban most law enforcement officers from covering their faces during operations. The ban is a direct response to recent immigration raids in Los Angeles, where federal agents wore masks while making mass arrests.","The sentence discusses the significant increase in fees for H-1B visa applicants, which directly relates to the proposed tax impacting companies employing H-1B visa holders. The mention of the fee increase and its potential impact on industries that rely on skilled foreign workers aligns with the theme of how such a tax could affect companies' hiring practices and operational costs.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the increase in the annual fee for H-1B visa applicants, specifically mentioning the new fee amount and its implications for US industries that depend on skilled foreign workers. This directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is quoted as saying that the hefty fee will incentivize companies to hire American workers, which is a direct statement attributed to him.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Netflix's Reed Hastings surprisingly backing Trump's $100,000 H-1B visa fee, contrasting with the widespread Silicon Valley opposition. The White House clarified that the fee is a one-time charge for new petitions, causing confusion among tech companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program while still permitting companies to hire the best temporary foreign workers.","Netflix's Reed Hastings surprisingly backs Trump's $100,000 H-1B visa fee, a move that sharply contrasts with the widespread Silicon Valley opposition.
The White House clarified it's a one-time fee for new petitions, causing confusion and concern among tech companies, especially startups.
""It is therefore necessary to impose higher costs on companies seeking to use the H-1B program in order to address the abuse of that program while still permitting companies to hire the best of the best temporary foreign workers,"" Mr. Trump said in his order."
Sep 2025,2025-09-22,F05056C0C31D29CC8ED3F8698785C91C,F05056C0C31D29CC8ED3F8698785C91C-3,Japanese Stocks Gain as BOJ Unveils Gradual ETF Unwind Plan,"In the US, the tech industry is contending with a sharp rise in H-1B visa fees. US President Donald Trump called for a sweeping overhaul of the H-1B visa program, including a $100,000 application fee, affecting tech companies that have long depended on the program to recruit global talent.","The sentence discusses the increase in H-1B visa fees and the proposed overhaul of the H-1B visa program, which directly impacts companies that rely on this program for recruitment. This aligns with the theme of a proposed tax impacting companies employing H-1B visa holders.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the rise in H-1B visa fees and mentions a specific proposed fee of $100,000, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is mentioned as having called for a sweeping overhaul of the H-1B visa program, which includes a specific fee. This indicates a direct quote of something he has said regarding the H-1B visa program.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Netflix's Reed Hastings surprisingly backing Trump's $100,000 H-1B visa fee, contrasting with the widespread Silicon Valley opposition. The White House clarified that the fee is a one-time charge for new petitions, causing confusion among tech companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program while still permitting companies to hire the best temporary foreign workers.","Netflix's Reed Hastings surprisingly backs Trump's $100,000 H-1B visa fee, a move that sharply contrasts with the widespread Silicon Valley opposition.
The White House clarified it's a one-time fee for new petitions, causing confusion and concern among tech companies, especially startups.
""It is therefore necessary to impose higher costs on companies seeking to use the H-1B program in order to address the abuse of that program while still permitting companies to hire the best of the best temporary foreign workers,"" Mr. Trump said in his order."
Sep 2025,2025-09-22,D33F5CA2E33CA46E15032F56E5BFC495,D33F5CA2E33CA46E15032F56E5BFC495-8,"Asian Shares Gain, Indian Tech Firms Fall on H-1B: Markets Wrap","Garfield Reynolds, MLIV Asia Team Leader.
On Friday, Trump also called for a sweeping overhaul of the H-1B visa program, including a $100,000 application fee. The move rattled companies that have long depended on the program to recruit global talent, particularly in California's tech-heavy economy, where employers rely on skilled computer programmers, data analysts and engineers.","The sentence discusses a proposed overhaul of the H-1B visa program, specifically mentioning a significant application fee that could impact companies relying on H-1B visa workers. This aligns with the theme of 'A proposed tax impacting companies employing H-1B visa holders.'",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses Trump's call for a significant overhaul of the H-1B visa program, specifically mentioning a $100,000 application fee. This directly relates to the theme of introducing a high fee on H-1B visas, as it highlights the proposed financial burden on companies that utilize this visa program.","Donald Trump is mentioned as having called for a sweeping overhaul of the H-1B visa program, which includes a specific application fee. This indicates a direct quote of something he has said regarding the visa program.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Netflix's Reed Hastings surprisingly backing Trump's $100,000 H-1B visa fee, contrasting with the widespread Silicon Valley opposition. The White House clarified that the fee is a one-time charge for new petitions, causing confusion among tech companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program while still permitting companies to hire the best temporary foreign workers.","Netflix's Reed Hastings surprisingly backs Trump's $100,000 H-1B visa fee, a move that sharply contrasts with the widespread Silicon Valley opposition.
The White House clarified it's a one-time fee for new petitions, causing confusion and concern among tech companies, especially startups.
""It is therefore necessary to impose higher costs on companies seeking to use the H-1B program in order to address the abuse of that program while still permitting companies to hire the best of the best temporary foreign workers,"" Mr. Trump said in his order."
Sep 2025,2025-09-23,63F75AB7FF3F0E72D48336D37C4EF594,63F75AB7FF3F0E72D48336D37C4EF594-11,Big tech stocks hit by Hb-1 nightmare,"Despite President Trump's statement that companies would be ""very happy"" about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.
Some companies might work around the H-1B visa fee by hiring talent in countries like India, where Big Tech is already building innovation hubs, experts told Reuters.
We probably have to reduce the number of H-1B visa workers we can hire. Some companies may have to outsource some of their workforce. Hire maybe in India or other countries just to walk around this H-1B problem, said Sam Liang, CEO of artificial intelligence transcription start-up Otter.","The sentence discusses how companies may respond to the challenges posed by the H-1B visa situation by potentially hiring talent in other countries, which relates to the theme of companies altering recruitment strategies to minimize H-1B visa reliance.",Companies may alter recruitment strategies to minimize H-1B visa reliance.,Donald Trump,,PEOP,related,"The sentence discusses the potential impact of the H-1B visa fee on companies, including concerns about downsizing and the possibility of hiring talent in other countries to circumvent the fee. This indicates a direct connection to the theme of 'Introduction of a high fee on H-1B visas'.",Donald Trump is mentioned in relation to a statement he made about companies being 'very happy' about the order. This indicates that the sentence includes a direct quote from him.,quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Trump's past campaign promise to automatically grant green cards to college graduates, which contrasts with the current $100,000 fee proposal. Additionally, Trump claims that companies will prefer to avoid paying the new fee, thus incentivizing them to hire American workers.","""Despite President Trump's statement that companies would be 'very happy' about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.""
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year.""
""Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. 'So there's an incentive to hire Americans,' he said."""
Sep 2025,2025-09-23,0DD552F8B36567FF57779EB037A0D95A,0DD552F8B36567FF57779EB037A0D95A-17,Big tech stocks hit by Hb-1 nightmare,"Despite President Trump's statement that companies would be ""very happy"" about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.
Some companies might work around the H-1B visa fee by hiring talent in countries like India, where Big Tech is already building innovation hubs, experts told Reuters.","The sentence discusses how companies might circumvent the H-1B visa fee by hiring talent from other countries, which relates to the theme of companies altering recruitment strategies to minimize H-1B visa reliance. It also touches on the potential impact on workforce planning and the global talent strategy, indicating a shift in how companies may approach hiring skilled workers.",Companies may alter recruitment strategies to minimize H-1B visa reliance.,Donald Trump,,PEOP,related,"The sentence discusses concerns from analysts and company leaders regarding potential downsizing and workforce disruption related to H-1B visas, as well as companies potentially circumventing the high fee by hiring talent from other countries. This indicates a connection to the theme of high fees on H-1B visas, as it highlights the implications of such fees on hiring practices.",Donald Trump is quoted in the sentence as having made a statement about companies being 'very happy' regarding an order. This is a direct quotation of his words.,quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Trump's past campaign promise to automatically grant green cards to college graduates, which contrasts with the current $100,000 fee proposal. Additionally, Trump claims that companies will prefer to avoid paying the new fee, thus incentivizing them to hire American workers.","""Despite President Trump's statement that companies would be 'very happy' about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.""
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year.""
""Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. 'So there's an incentive to hire Americans,' he said."""
Sep 2025,2025-09-23,1EA79BA7FCD78D17CBA565A68B8CCE63,1EA79BA7FCD78D17CBA565A68B8CCE63-1,"The perverse consequence of America's $100,000 visa fees","Over the weekend many of America's tech giants scrambled to advise employees on H-1B visas not to leave the country until the rules are clarified
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year. As president, on September 19th, Mr Trump headed in the opposite direction. He proposed a charge of $100,000 on new applications for H-1B visas, a favourite of technology firms hiring foreign graduates. Each year 85,000 are issued by lottery  demand far outstrips that quota . Hitherto the cost of securing one has been about $2,500 in legal and filing fees.","The sentence discusses a proposed charge of $100,000 on new applications for H-1B visas, which directly relates to the theme of a proposed tax impacting companies employing H-1B visa holders. It highlights the financial implications of this tax on technology firms that rely on H-1B visa workers.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses a proposed charge of $100,000 on new applications for H-1B visas, which directly relates to the theme of introducing a high fee on H-1B visas. It provides specific details about the fee and its implications for technology firms, making the connection clear.","Donald Trump explicitly stated, 'You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card,' which is a direct quote from him. However, the latter part of the sentence discusses his actions as president regarding the H-1B visa fees, which does not qualify as a quote.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Trump's past campaign promise to automatically grant green cards to college graduates, which contrasts with the current $100,000 fee proposal. Additionally, Trump claims that companies will prefer to avoid paying the new fee, thus incentivizing them to hire American workers.","""Despite President Trump's statement that companies would be 'very happy' about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.""
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year.""
""Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. 'So there's an incentive to hire Americans,' he said."""
Sep 2025,2025-09-23,A878DA432FEA0C0BB59E26DDFA164035,A878DA432FEA0C0BB59E26DDFA164035-5,"Attracting Skilled Workers: U.S. imposes steep fee on H-1B visa sponsorship, China opens new visa category for sci-tech talent","Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. ""So there's an incentive to hire Americans,"" he said. But at what cost?
WANG JIN Associate Professor, Northwest University, China ""Apple or the other companies like Amazon, they actually not start from a very giant or very successful business man or successful scientists, actually they started from the very shining ideas. You have to encourage everybody join this camp. So that's why the visa will harm the interests, and actually will negatively influence the future for the creativity, and this is also kind of a waste to the United States human resources.""","The sentence discusses how companies may prefer to hire Americans to avoid the new fee associated with H-1B visa workers, which aligns with the theme that companies may prioritize domestic candidates over H-1B visa applicants. Additionally, it touches on the negative impact on creativity and human resources, which relates to the potential limitations on innovation driven by H-1B visa talent.",Companies may prioritize domestic candidates over H-1B visa applicants.,Donald Trump,,PEOP,related,"The sentence discusses the implications of a new fee on H-1B visas and how it may influence companies' hiring practices, specifically mentioning the incentive to hire Americans to avoid the fee. This directly relates to the theme of the introduction of a high fee on H-1B visas.","Donald Trump explicitly said, 'So there's an incentive to hire Americans,' which is a direct quote from him regarding the new fee on H-1B visas.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Trump's past campaign promise to automatically grant green cards to college graduates, which contrasts with the current $100,000 fee proposal. Additionally, Trump claims that companies will prefer to avoid paying the new fee, thus incentivizing them to hire American workers.","""Despite President Trump's statement that companies would be 'very happy' about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.""
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year.""
""Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. 'So there's an incentive to hire Americans,' he said."""
Sep 2025,2025-09-23,9D7A8CAE9B553813DAF0317C1A52D114,9D7A8CAE9B553813DAF0317C1A52D114-1,"Trump visa fee causes Indian, Chinese workers to rethink US","H-1B visas have been a traditional funnel for Indian and Chinese talent into the US tech industry. After Donald Trump said visas for highly skilled workers would cost $100,000, prospective applicants are reconsidering.","The sentence discusses how the proposed cost associated with H-1B visas may lead prospective applicants to reconsider applying, which aligns with the theme of a new tax hindering recruitment of skilled H-1B visa workers.",New tax may hinder recruitment of skilled H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the potential impact of a proposed high fee on H-1B visas, specifically mentioning a $100,000 cost for highly skilled workers, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump explicitly stated that visas for highly skilled workers would cost $100,000, which is a direct quote of his words.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes Trump's past campaign promise to automatically grant green cards to college graduates, which contrasts with the current $100,000 fee proposal. Additionally, Trump claims that companies will prefer to avoid paying the new fee, thus incentivizing them to hire American workers.","""Despite President Trump's statement that companies would be 'very happy' about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.""
""You GRADUATE from a college, I think you should get, automatically as part of your diploma, a green card [permanent residence in the United States],"" promised Donald Trump on the campaign trail last year.""
""Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. 'So there's an incentive to hire Americans,' he said."""
Sep 2025,2025-09-24,BAF10B79717A46FBCB91C3CC5024CC4A,BAF10B79717A46FBCB91C3CC5024CC4A-1,New Trump fee for H-1B visas frustrates Connecticut businesses: 'A significant impediment',"A new federal policy regarding visas for skilled international workers could have significant consequences for Connecticut businesses and universities, officials said this week.
On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S. The fee, Trump argued, will encourage companies to hire American workers, instead of foreign ones.","The sentence discusses a new federal policy that includes a fee for H-1B visa recipients, which directly relates to the proposed tax impacting companies employing H-1B visa holders. The mention of the fee and its intended effect on hiring practices aligns with the narrative of how such a tax could influence recruitment and employment strategies.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence explicitly mentions a new fee of $100,000 for H-1B visas announced by the Trump administration, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'.","Donald Trump is quoted in the sentence as having argued that the new fee will encourage companies to hire American workers instead of foreign ones, which is a direct statement attributed to him.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes the clarification that the fee applies only to new applicants and not current visa holders, which has caused confusion and concern among companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program and protect American jobs. Additionally, there is uncertainty about whether universities will be exempt from the new fee, and Trump has labeled the visas a 'national security threat' due to their impact on US citizens pursuing STEM careers.","On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S. The fee, Trump argued, will encourage companies to hire American workers, instead of foreign ones.
US President Donald Trump announced on Friday a steep $100,000 levy for new H-1B applicants, a visa program long used by tech firms to recruit skilled workers and by international students seeking US employment after postgraduate studies.
In the announcement, Trump said that 'abuse' of H-1B visas has facilitated an 'influx' of foreign labour in science, technology, engineering and mathematics (STEM) that has undermined salaries and workplace conditions for US workers, and that the visas are a 'national security threat' because they discourage US citizens 'from pursuing careers in science and technology, risking American leadership in these fields'."
Sep 2025,2025-09-24,F4DD2F8D571590A648E39CD502214131,F4DD2F8D571590A648E39CD502214131-1,'We just simply cannot continue': Silicon Valley braces for Trump's H-1B fee hike; companies consider moving jobs overseas,"The Trump administration's sharp increase in visa fees for H-1B workers has triggered concern among US technology companies, with many considering moving more jobs overseas - the very outcome the policy aimed to prevent.US President Donald Trump announced on Friday a steep $100,000 levy for new H-1B applicants, a visa program long used by tech firms to recruit skilled workers and by international students seeking US employment after postgraduate studies. While the fee applies only to new applicants and not current visa holders, confusion around its rollout and cost has prompted companies to pause hiring and adjust workforce plans.""","The sentence discusses the increase in visa fees for H-1B workers and its impact on US technology companies, indicating that it may lead to companies considering moving jobs overseas and pausing hiring. This aligns with the theme of how tax influences decisions to offshore roles typically filled by H-1B visa workers.",Tax may influence decisions to onshore or offshore roles typically filled by H-1B visa workers.,Donald Trump,,PEOP,related,"The sentence discusses the Trump administration's increase in visa fees for H-1B workers, specifically mentioning a steep $100,000 levy for new applicants. This directly relates to the theme of 'Introduction of a high fee on H-1B visas' as it highlights the financial implications of the policy and its impact on US technology companies.","Donald Trump announced a steep $100,000 levy for new H-1B applicants, which is a direct quote of something he has said regarding the visa fee increase.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes the clarification that the fee applies only to new applicants and not current visa holders, which has caused confusion and concern among companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program and protect American jobs. Additionally, there is uncertainty about whether universities will be exempt from the new fee, and Trump has labeled the visas a 'national security threat' due to their impact on US citizens pursuing STEM careers.","On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S. The fee, Trump argued, will encourage companies to hire American workers, instead of foreign ones.
US President Donald Trump announced on Friday a steep $100,000 levy for new H-1B applicants, a visa program long used by tech firms to recruit skilled workers and by international students seeking US employment after postgraduate studies.
In the announcement, Trump said that 'abuse' of H-1B visas has facilitated an 'influx' of foreign labour in science, technology, engineering and mathematics (STEM) that has undermined salaries and workplace conditions for US workers, and that the visas are a 'national security threat' because they discourage US citizens 'from pursuing careers in science and technology, risking American leadership in these fields'."
Sep 2025,2025-09-24,CC2033446FC79D26DADC8F2FFABCFA99,CC2033446FC79D26DADC8F2FFABCFA99-4,Trump's $100K visa fee for foreign talent: how will it affect researchers?,"It is so far unclear whether universities will be exempt from the new fee, which is aimed at preserving more jobs for US citizens. In the announcement, Trump said that ""abuse"" of H-1B visas has facilitated an ""influx"" of foreign labour in science, technology, engineering and mathematics (STEM) that has undermined salaries and workplace conditions for US workers, and that the visas are a ""national security threat"" because they discourage US citizens ""from pursuing careers in science and technology, risking American leadership in these fields"". But it also says that exemptions could be made for those working ""in the national interest"".","The sentence discusses a new fee related to H-1B visas and its implications for job preservation for US citizens, which aligns with the theme of a proposed tax impacting companies employing H-1B visa holders. It also touches on the potential exemptions for universities, indicating a broader impact on recruitment and employment strategies.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses the implications of a new fee related to H-1B visas, specifically mentioning the fee's purpose and its potential exemptions. It connects directly to the theme of 'Introduction of a high fee on H-1B visas' by addressing the fee itself and its intended impact on job preservation for US citizens.","Donald Trump explicitly stated that the abuse of H-1B visas has facilitated an influx of foreign labor and described the visas as a national security threat. This sentence includes direct quotes from him, making it a clear instance of something he has said.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes the clarification that the fee applies only to new applicants and not current visa holders, which has caused confusion and concern among companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program and protect American jobs. Additionally, there is uncertainty about whether universities will be exempt from the new fee, and Trump has labeled the visas a 'national security threat' due to their impact on US citizens pursuing STEM careers.","On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S. The fee, Trump argued, will encourage companies to hire American workers, instead of foreign ones.
US President Donald Trump announced on Friday a steep $100,000 levy for new H-1B applicants, a visa program long used by tech firms to recruit skilled workers and by international students seeking US employment after postgraduate studies.
In the announcement, Trump said that 'abuse' of H-1B visas has facilitated an 'influx' of foreign labour in science, technology, engineering and mathematics (STEM) that has undermined salaries and workplace conditions for US workers, and that the visas are a 'national security threat' because they discourage US citizens 'from pursuing careers in science and technology, risking American leadership in these fields'."
Sep 2025,2025-09-24,146ABFCD371819495FEBDE527CC0DFE0,146ABFCD371819495FEBDE527CC0DFE0-1,Why existing H-1B visa holders may be sitting on a goldmine,"The fee hike sent H-1B holders into panic mode - until a quick clarification exempted existing ones. Now, with new talent becoming more expensive, current holders are in a sweet spot
A lot can happen in 24 hours, especially if you are in America!
On the morning of September 20, H-1B visa holders were staring at financial doom. US President Donald Trump had slapped a jaw-dropping $100,000 annual fee on new visas - and, in a cruel twist, it looked like even existing holders would be charged every time they re-entered the US. Cue chaos. Microsoft reportedly asked employees abroad to rush back before midnight, and panic-stricken visa holders began cancelling travel plans. One even confessed to ET Prime that he was rethinking his Diwali trip home.","The sentence discusses the immediate impact of a proposed fee hike on H-1B visa holders, highlighting the panic and chaos it caused among them. This relates to the theme of a proposed tax impacting companies employing H-1B visa holders, as the fee hike represents a financial burden that could affect hiring and employment strategies.",A proposed tax impacting companies employing H-1B visa holders.,Donald Trump,,PEOP,related,"The sentence discusses a significant fee increase on H-1B visas, specifically mentioning a $100,000 annual fee imposed on new visas, which directly relates to the theme of 'Introduction of a high fee on H-1B visas'. It also describes the panic among H-1B holders due to this fee hike, further establishing the connection.","Donald Trump is mentioned as having 'slapped a jaw-dropping $100,000 annual fee on new visas', which is a direct quote of what he has said regarding the fee on H-1B visas.",quote,"Today's quotes about Donald Trump primarily reinforce previous statements regarding the introduction of a high fee on H-1B visas. Trump continues to assert that the $100,000 fee will ensure that only highly skilled workers are brought into the United States, which he believes will benefit the tech industry. He maintains that the fee will deter companies from replacing American workers with foreign labor. New information includes the clarification that the fee applies only to new applicants and not current visa holders, which has caused confusion and concern among companies. Trump reiterated that the fee is necessary to address the abuse of the H-1B program and protect American jobs. Additionally, there is uncertainty about whether universities will be exempt from the new fee, and Trump has labeled the visas a 'national security threat' due to their impact on US citizens pursuing STEM careers.","On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S. The fee, Trump argued, will encourage companies to hire American workers, instead of foreign ones.
US President Donald Trump announced on Friday a steep $100,000 levy for new H-1B applicants, a visa program long used by tech firms to recruit skilled workers and by international students seeking US employment after postgraduate studies.
In the announcement, Trump said that 'abuse' of H-1B visas has facilitated an 'influx' of foreign labour in science, technology, engineering and mathematics (STEM) that has undermined salaries and workplace conditions for US workers, and that the visas are a 'national security threat' because they discourage US citizens 'from pursuing careers in science and technology, risking American leadership in these fields'."
